41.3907173,-73.9532771,9,-0.9
41.3907159,-73.9532766,14,-1.09
41.3907169,-73.9532767,6,-0.98
41.3907187,-73.9532771,7,-1.04
41.3907187,-73.9532789,7,-1.17
41.3907179,-73.9532785,6,-1.07
41.3907187,-73.9532775,6,-0.97
41.3907182,-73.9532775,8,-1.03
41.3907173,-73.9532775,8,-1.13
41.3907187,-73.9532774,8,-0.97
41.3907173,-73.9532784,8,-1.24
41.3907179,-73.9532782,9,-1.25
41.3907176,-73.953276,9,-1.1
41.3906808,-73.9532938,9,-1.25
